Time,CH4,CO2,Temperature,pH,Pressure,Biogas Quality
2023-01-03 04:00:00,53.61586006343116,64.68049767750857,25.18365915596446,6.981714400120719,17.645770501615107,Moderate
2023-01-03 05:00:00,56.2796007197627,64.04245236399196,24.98119388862521,7.056689198502206,17.65087348564326,High
2023-01-03 06:00:00,57.20428544220283,63.071684888689866,24.986832330231184,7.060553368098123,18.044946648594692,High
2023-01-03 07:00:00,57.090370460469046,63.14080490159089,25.76577166633143,6.958447118764912,18.10285830066654,High
2023-01-03 08:00:00,53.634376014979686,64.94533051916687,25.447653817537844,7.0416345717545505,18.082793157784685,Moderate
2023-01-03 09:00:00,54.77885565965937,64.22865545216845,24.727895072553718,6.877604810368789,18.144085609217615,Moderate
2023-01-03 10:00:00,56.143736684609934,64.04348305935272,25.817834279111135,7.27779660748706,18.167820327770468,High
2023-01-03 11:00:00,57.51568115076349,63.730485005575346,24.868944896897062,6.994314668619163,17.49109187648937,High
2023-01-03 12:00:00,54.689066818444935,63.8211503460898,25.668590876399712,7.248143912526026,18.0040620771583,Moderate
2023-01-03 13:00:00,55.358356775640736,65.14480233415063,25.727858499143103,7.094816595762642,17.805181169908323,High
2023-01-03 14:00:00,53.598691023839045,63.73378785628526,26.061323980910664,7.148969384812666,17.758694489054527,Moderate
2023-01-03 15:00:00,53.50005260279777,62.69870156073214,26.51930176192225,7.045076985489197,18.01729224369948,Moderate
2023-01-03 16:00:00,57.598032897415365,64.75374825055691,24.956042619521757,7.116223082297276,17.556133698397748,High
2023-01-03 17:00:00,58.76537917930172,63.775148845379974,25.622062713679714,7.161951365662748,17.548908096719234,High
2023-01-03 18:00:00,55.988191221479774,63.980952250525036,25.52004825919305,7.164829059196204,18.02273498565166,High
2023-01-03 19:00:00,58.21797614151058,65.52627045676509,25.88500438078335,7.177321687139155,17.99042190447386,High
2023-01-03 20:00:00,57.01225994254224,63.86687533564681,25.785874880770802,7.06448070854473,17.917009191989003,High
2023-01-03 21:00:00,55.07619678477791,64.1449744128565,25.511675618190537,7.0547467315264685,17.710431686672827,High
2023-01-03 22:00:00,57.166039013492494,62.644836365043744,25.477403136613187,6.944832860062077,18.031885800289782,High
2023-01-03 23:00:00,59.59548786668127,63.57167699480248,25.14953150215346,7.15803924889062,18.015839809227433,High
2023-01-04 00:00:00,56.52327738991205,64.3680797999913,26.21158758761609,7.215421122253248,17.893453396424484,High
2023-01-04 01:00:00,59.799071762819594,62.17001132594261,25.957155882105123,7.270246357426162,17.637495507127774,High
2023-01-04 02:00:00,51.50448198631775,63.89268877344158,26.196331973716823,7.140629412981664,17.784431282515992,Moderate
2023-01-04 03:00:00,58.46129028511851,63.75872404450558,25.592140939124604,7.034927140916876,18.0335229934428,High
2023-01-04 04:00:00,57.06441047909212,63.66494378237541,25.42880941500712,6.943327467985806,18.127823935187727,High
2023-01-04 05:00:00,56.364443406348634,64.6261760727731,25.22795472791218,7.218664701990071,17.793461986206857,High
2023-01-04 06:00:00,57.21742490643002,63.888457493962335,25.956453095293817,6.936330287477166,17.805172571025736,High
2023-01-04 07:00:00,53.12950710432624,64.99673714133192,25.266976624136323,7.08335640781544,17.819061500755797,Moderate
2023-01-04 08:00:00,56.735331995182825,62.48936998686452,26.721080555109392,7.096443947056973,17.902624441333714,High
2023-01-04 09:00:00,57.9582140025446,63.582829896754326,25.15280032603488,7.113385860028815,17.727633316227184,High
2023-01-04 10:00:00,60.26836535497641,63.49497311742751,25.953321044366955,7.125367294365207,17.261165181718763,High
2023-01-04 11:00:00,56.343893690699616,62.30451165453414,26.609784439277078,7.137056354025033,18.074665952400462,High
2023-01-04 12:00:00,55.830565450650646,64.29298345883997,26.135764759461765,6.88315872658972,18.191114504451072,High
2023-01-04 13:00:00,56.51041205141215,65.62395027149036,25.933916184018663,7.127612975490213,17.705715973146596,High
2023-01-04 14:00:00,59.41035216913508,63.244529343086974,25.371693566564428,6.904641023017765,17.610839232152532,High
2023-01-04 15:00:00,58.301913696455074,63.728488676455626,25.1749034329238,7.20227043481795,17.792678557588488,High
2023-01-04 16:00:00,56.648989872365874,63.269595761560396,26.26066225429209,7.074984997106897,17.77848150187859,High
2023-01-04 17:00:00,58.798372795858874,62.432783680887546,26.638556488897343,6.916241550396666,18.01092453693072,High
2023-01-04 18:00:00,58.028543189782376,61.286584377938844,25.67589999859987,7.051971277430947,17.81854224562675,High
2023-01-04 19:00:00,59.8334444878614,62.3622366213865,25.33563278262813,7.077829532496341,17.64483838727923,High
2023-01-04 20:00:00,56.55302480994397,61.63641025106216,24.68591374165752,7.255351135397384,17.535384787603274,High
2023-01-04 21:00:00,57.3619871705619,64.69252628209641,25.434447294139435,7.157387828023583,17.967852436113745,High
2023-01-04 22:00:00,57.292473578303245,62.83307112263653,25.877828852962057,7.173610188478783,17.91024203537606,High
2023-01-04 23:00:00,55.20823042369638,62.56172316644958,26.74404271274707,7.258728244669498,17.998021287514423,High
2023-01-05 00:00:00,58.78525746472756,63.75596712105636,26.29086797712758,7.1324307736985855,17.58779689418001,High
2023-01-05 01:00:00,58.77206442291884,61.70394620053881,26.116660053316274,7.218901840920493,18.144602035963015,High
2023-01-05 02:00:00,58.316292441200055,62.017434592080775,25.773869882252963,7.213305706673542,17.423611718026226,High
2023-01-05 03:00:00,57.89217197855303,62.81069368707829,25.69215531893988,7.017707891589247,17.90966241179921,High
2023-01-05 04:00:00,55.585049016385284,63.729438827405275,26.696366504460315,7.2950871266554005,17.381172940625675,High
2023-01-05 05:00:00,57.62810220137425,63.16013312651225,26.10371252846436,7.007191188201456,17.60032627720952,High
2023-01-05 06:00:00,57.83671888917168,62.86428552026018,24.961839449525964,7.242389284943773,18.065856047241983,High
2023-01-05 07:00:00,56.96949591042924,62.65132871085527,25.68616245475982,7.000375213677813,17.915139143657523,High
2023-01-05 08:00:00,58.30252381122864,62.93044000711015,25.603612652679665,7.213634724266642,17.634793041874804,High
2023-01-05 09:00:00,59.48337888644043,62.68859711313324,25.769372921299638,7.341129679198412,17.6353966265153,High
2023-01-05 10:00:00,62.496963045885764,61.41346319779334,26.33374034166698,7.1350660766596725,17.754371523252132,High
2023-01-05 11:00:00,59.1221881388453,62.44576151949354,26.00833844544058,7.132152721123175,17.83211459984292,High
2023-01-05 12:00:00,59.33569691738284,61.28200040198819,26.03339980770721,7.22025520777226,17.97459789283622,High
2023-01-05 13:00:00,58.71838552197371,62.39254270565503,26.738336427698925,7.127693051203278,17.62798722409215,High
2023-01-05 14:00:00,55.07552906533909,61.78635208653956,25.74313230984121,7.3438806098611344,17.391785495935913,High
2023-01-05 15:00:00,58.904946231123915,64.76169472726491,27.033221258179807,7.182690548062917,17.7404012740647,High
2023-01-05 16:00:00,59.12244073963582,62.13750947880834,25.775221933805334,7.132871484095692,17.612343059769067,High
2023-01-05 17:00:00,63.971570331744154,60.728037228683874,26.165224616772537,7.1122755093403365,17.43848088641725,High
2023-01-05 18:00:00,58.70256510125203,61.952756205436096,25.989769025446126,7.074423344990434,17.752876615584995,High
2023-01-05 19:00:00,59.73167355479733,62.56074600751485,26.201821171288323,7.106355313143256,17.645412176188994,High
2023-01-05 20:00:00,59.09953395450892,63.66899783508977,26.372143821195124,7.135474569479197,17.7439864370766,High
2023-01-05 21:00:00,56.871062787498786,61.36022847448494,26.37649706159364,7.123187563031087,17.498401284459305,High
2023-01-05 22:00:00,61.53260465793258,60.321104841414396,25.792747753957453,7.107541956321841,17.769195505551316,High
2023-01-05 23:00:00,60.78844020226047,62.67403134002523,25.617571379166936,7.384650059266937,17.402954268422356,High
2023-01-06 00:00:00,60.90332431779261,60.43007134365678,27.44033219396624,7.073161307557294,17.495305459125657,High
2023-01-06 01:00:00,57.53823930970586,61.32780919106772,25.956466952449595,7.192237366774859,17.606704129533597,High
2023-01-06 02:00:00,62.19742056874528,61.45946226451113,26.557773369569357,7.238227902985096,17.99804339589522,High
2023-01-06 03:00:00,56.62200799771833,61.60039563862205,25.41404968835462,7.243386684140634,17.800995111983326,High
2023-01-06 04:00:00,60.632359547040394,62.311972822558914,26.087762303617808,7.175913635545975,17.853776543146502,High
2023-01-06 05:00:00,63.87154561208996,60.89179101234568,26.173662379295138,7.159100907859008,17.91601922273811,High
2023-01-06 06:00:00,57.54060127597861,61.25415536736131,26.483358062939644,7.229721086888345,18.347393878549628,High
2023-01-06 07:00:00,58.41916549237159,61.465920743153255,24.895406924372956,7.212612013722438,17.629326854217233,High
2023-01-06 08:00:00,59.780195156775484,61.58194745309546,26.349382739755768,7.1614558019010515,17.899228861781424,High
2023-01-06 09:00:00,58.60211412878794,61.482191778692474,25.70111507660558,7.0325539780199735,17.811773505420774,High
2023-01-06 10:00:00,56.53495030230049,61.772246996917964,26.44782692497621,7.143337913418789,17.80250896799507,High
2023-01-06 11:00:00,59.79965083621066,62.13182367257452,25.777152591376666,7.076862007885105,17.952164734284754,High
2023-01-06 12:00:00,57.563198550265135,61.6322323709442,25.87723377890979,7.126186083511363,17.507426974181637,High
2023-01-06 13:00:00,60.65930276995976,61.644673862772386,26.17781403676543,7.197607639820135,17.485483868125883,High
2023-01-06 14:00:00,57.89660977890156,59.560236100988234,25.7981105616363,7.231540458552378,17.64306388811501,High
2023-01-06 15:00:00,62.857693468843436,61.143943604685894,26.09615022832716,7.3750918857613454,17.53641946131097,High
2023-01-06 16:00:00,58.212708320817086,61.52437067686715,25.746866384877183,7.144683965093368,17.630467032804095,High
2023-01-06 17:00:00,59.15550381513873,61.724847019532795,25.436600484387863,7.277263372328279,17.873082981076944,High
2023-01-06 18:00:00,61.446092877735346,60.25449811722524,26.871790262633514,7.231771218136133,17.458629256517725,High
2023-01-06 19:00:00,57.3757791150386,60.238657961082296,25.724407962762196,7.332147578347885,17.487007301097627,High
2023-01-06 20:00:00,60.309892785836546,60.274355100305655,26.29270694620154,7.2615414551767,17.57644900353225,High
2023-01-06 21:00:00,62.485737710525065,61.335543336280544,26.768102481184137,7.1044393764215386,17.489526145226847,High
2023-01-06 22:00:00,56.67197748620568,61.78360420786142,26.093788870757717,7.034350003828538,17.14595111322089,High
2023-01-06 23:00:00,60.27071434401439,60.292781760505676,25.99827634643695,7.239146003697657,17.40624872250416,High
2023-01-07 00:00:00,60.43472435448664,61.55865284466352,26.533571069244058,7.1565380879879195,17.653230499230247,High
2023-01-07 01:00:00,61.491124764259524,60.72455390889441,26.98900598079494,7.112713282028669,17.7967065325625,High
2023-01-07 02:00:00,57.46510471682295,60.42711176030186,25.85496275896603,7.085346457556797,17.271674637296627,High
2023-01-07 03:00:00,57.30862574028047,60.29028158402441,26.374122036794713,7.229559439454773,17.264102981844587,High
2023-01-07 04:00:00,61.00295958185299,61.198495268586974,25.592518417512654,7.365588399389087,17.495327381843776,High
2023-01-07 05:00:00,60.561586983433926,60.727634604820004,26.271729137952462,7.175304200518052,17.067442923561323,High
2023-01-07 06:00:00,60.47614737173258,62.62801487829811,26.49499003119321,7.276550325507186,17.3868094743449,High
2023-01-07 07:00:00,60.67460421713402,59.45006223752754,26.06012750326314,7.208646560197394,17.12179705278421,High
2023-01-07 08:00:00,58.627205920239106,60.77045577189817,26.268490090306628,7.091282916482854,17.735980154574044,High
2023-01-07 09:00:00,60.45631120615702,59.67319500410631,25.802412815806157,7.295048207136601,17.301424683250186,High
2023-01-07 10:00:00,60.58149763503118,59.28313072344795,26.55459966987732,7.113441820875149,17.778941470582,High
2023-01-07 11:00:00,58.56919880211305,60.09155702217791,27.053435586188975,7.226415633829127,17.664123433583637,High
2023-01-07 12:00:00,63.73099942832561,60.189772840967514,25.986538519629512,7.1914408556783505,17.305161154646004,High
2023-01-07 13:00:00,60.94766467893085,62.920584874878294,26.23329042110921,7.316238535897631,17.21299917178295,High
2023-01-07 14:00:00,57.61693988210944,59.76825622116626,26.80540909650785,7.122451545263379,17.3816095805396,High
2023-01-07 15:00:00,61.3112017867399,58.77221878605716,27.169684782808307,7.268687432139765,17.39227829619973,High
2023-01-07 16:00:00,58.04627872081275,60.12541347580092,25.82654170985047,7.146952430244589,17.47528727380052,High
2023-01-07 17:00:00,61.56635880473201,57.72778272903159,26.498235144992822,7.181151300146887,17.2435609787845,High
2023-01-07 18:00:00,62.304928680807826,59.660505757709146,26.733677489565512,6.8700693578348435,17.54092196585513,High
2023-01-07 19:00:00,58.3409216465836,59.718552359788006,26.550562076801942,7.444124693815713,17.437443675062916,High
2023-01-07 20:00:00,61.90258868255527,60.44722175656415,25.372666023466177,7.291293870923724,17.30899594036929,High
2023-01-07 21:00:00,60.79395044424345,60.576372670645114,26.87107239952291,7.160824643041746,17.22732569991175,High
2023-01-07 22:00:00,61.60406384726263,59.0493495904292,27.38965442367661,7.1264128979083345,17.325377762796954,High
2023-01-07 23:00:00,63.7440880449213,59.35251870842144,26.697769454427227,7.190630515794965,17.1915576247232,High
2023-01-08 00:00:00,59.449288959898624,58.68727511234912,26.133331322530513,7.313198106284247,17.359171035705604,High
2023-01-08 01:00:00,58.421161579529226,58.27565128988108,26.40175989815647,7.053614247503773,17.35707888070201,High
2023-01-08 02:00:00,58.137180512958096,59.663986177775215,27.55271259138139,7.229974699115351,17.384802992493658,High
2023-01-08 03:00:00,58.27117225680869,58.03094801966937,27.13216319050764,7.422505531197807,17.678143075606123,High
2023-01-08 04:00:00,59.734182195187415,58.84041841145565,27.006614380383546,7.133352703407223,17.290801494457543,High
2023-01-08 05:00:00,60.55529312495636,58.21045762054445,26.874219764971194,7.25608961231991,17.510568765115416,High
2023-01-08 06:00:00,60.409986649568985,59.70598050311386,26.374850532355076,7.469683628057309,17.34788845525477,High
2023-01-08 07:00:00,61.49360137789966,60.9084775557929,26.614532288965663,7.313867102518525,17.24660705342555,High
2023-01-08 08:00:00,59.846884183532495,57.75629894366433,26.68524844028352,7.264541357847529,17.262672275027327,High
2023-01-08 09:00:00,62.70861160123791,57.15580216172883,27.008381995387733,7.30390738909305,17.266950463741026,High
2023-01-08 10:00:00,59.251912289244345,58.83496663420302,27.497432376570075,7.214449697800413,17.326844429685917,High
2023-01-08 11:00:00,65.20026829189197,58.926688245836445,27.31151311523531,7.385789555789993,17.071165528918318,High
2023-01-08 12:00:00,60.98899228186476,59.08089563058182,26.052015974164412,7.2171813175705255,16.962064176180633,High
2023-01-08 13:00:00,58.000095953863564,58.36727550347894,26.883062692086806,7.0624817366348145,17.378058205966916,High
2023-01-08 14:00:00,57.54840772923736,58.5644351016557,27.148796848701057,7.220552838234382,17.418853998672706,High
2023-01-08 15:00:00,60.62994981559446,59.084186733731435,27.099188185162408,7.16429060867905,17.38035106164613,High
2023-01-08 16:00:00,59.191924795050745,59.70883752119113,26.484476820475194,7.234123223870725,17.25417724790718,High
2023-01-08 17:00:00,61.03973247181349,56.66522137508977,28.26547679288008,7.237610421479941,17.368551133686175,High
2023-01-08 18:00:00,60.530126300986424,58.20333225027889,26.17920115007666,7.384534977049412,17.34967992156561,High
2023-01-08 19:00:00,59.408954054162095,58.73822485592033,26.285463180274956,7.335593375330614,17.356372570332095,High
2023-01-08 20:00:00,57.831029435456955,57.55873194624167,26.953161605453186,7.2936597014837234,17.018755920874526,High
2023-01-08 21:00:00,56.463974579497304,60.16032206036732,27.904064905125868,7.268305254695676,16.963056047710825,High
2023-01-08 22:00:00,58.56874154316436,57.7463440724187,26.436857879508405,7.16397821968229,17.09647994672233,High
2023-01-08 23:00:00,61.14172490653664,58.29322467769196,26.731325626465978,7.053008291794513,17.162429562121954,High
2023-01-09 00:00:00,59.82332741460304,58.84346948710716,27.412163690285876,7.283701170586494,17.109200078239866,High
2023-01-09 01:00:00,56.86893509529612,57.64926394938397,26.87385532375928,7.353106191245152,16.77388962191911,High
2023-01-09 02:00:00,59.67111082281236,56.347253052360415,26.724746487206655,7.264063120241701,17.485175193777767,High
2023-01-09 03:00:00,60.058787208735374,57.71862962337954,27.184119307464506,7.222663038909219,17.07760218969114,High
2023-01-09 04:00:00,57.482911875906936,59.13036810052504,27.046808685433398,7.323848164002231,17.15849285471303,High
2023-01-09 05:00:00,59.519625834135816,57.7178657937622,27.435008271680438,7.270311706132711,17.364368356696037,High
2023-01-09 06:00:00,59.28922035459542,57.16235459515623,27.574754829712635,7.448463815301001,16.637936830950206,High
2023-01-09 07:00:00,56.846571977836945,58.888688281307815,27.09174570233422,7.4044041802083145,16.99603151243914,High
2023-01-09 08:00:00,59.80688334093855,57.58667212916972,27.09332656609605,7.378321570409108,17.01235224675917,High
2023-01-09 09:00:00,60.170764232680874,57.36192550181798,27.063723932670232,7.359381052481241,17.013885657293468,High
2023-01-09 10:00:00,61.17227895194998,57.9763945701428,27.210434128169318,7.155825222480432,17.0377890015077,High
2023-01-09 11:00:00,61.069860884833645,58.552758246397744,27.002646710478803,7.352373092394676,17.353218759601596,High
2023-01-09 12:00:00,56.162101783212655,60.119013010903785,26.983941788676347,7.324935500526169,17.18975602148324,High
2023-01-09 13:00:00,56.996082084240136,58.52005338792113,27.59173628838832,7.34917197341392,17.237910852348307,High
2023-01-09 14:00:00,59.855206822638074,58.80840585640731,27.760649539410732,7.3390144472668295,17.04693465135211,High
2023-01-09 15:00:00,59.805229454815475,57.09858353632186,26.25797568460679,7.3362511465580935,16.748810172958176,High
2023-01-09 16:00:00,59.75939608072704,56.534905113506426,27.025915390258355,7.562280304096163,16.603887088454744,High
2023-01-09 17:00:00,66.38553357248088,57.5795720715033,26.685702168279047,7.285791228720773,16.705054334022723,High
2023-01-09 18:00:00,59.77175314848729,57.58112651274943,26.883700098928337,7.388257030630888,17.073966214882375,High
2023-01-09 19:00:00,60.850141608073855,56.35241243503647,27.24957222420446,7.248735155684941,16.99941216698565,High
2023-01-09 20:00:00,60.43519381816949,57.212856233541885,27.392153395741428,7.37610647569294,16.942038743683437,High
2023-01-09 21:00:00,59.77729970415768,57.74495523946056,27.010482845770937,7.392179812471728,16.90133758279205,High
2023-01-09 22:00:00,57.790457838893545,57.66378344728388,26.11897948833265,7.335893252003915,17.36834715672467,High
2023-01-09 23:00:00,59.88457146623826,57.76570008681703,26.60222214760551,7.467575463237808,16.792340532347186,High
2023-01-10 00:00:00,56.765782302163565,57.510673110806216,27.542081712879668,7.213420583136335,17.133372227445776,High
2023-01-10 01:00:00,57.781763754847184,56.671274006722946,25.732697227972256,7.254320792659153,16.939046831745337,High
2023-01-10 02:00:00,57.22781624623051,56.62323860695105,27.705694161036238,7.325472867006707,16.917301219504814,High
2023-01-10 03:00:00,58.30461381868611,55.897330801450714,27.381657275423322,7.393504776123917,17.155610624769047,High
2023-01-10 04:00:00,62.711690465788365,58.84049069001631,27.788183528210897,7.324553525361515,17.20355244798533,High
2023-01-10 05:00:00,54.28854218580122,57.028894010623254,27.03985557756196,7.436370198742389,16.85386914753591,Moderate
2023-01-10 06:00:00,59.33548956869204,56.75061715794621,26.117473582566056,7.242806258599042,17.052321809628083,High
2023-01-10 07:00:00,54.67663745362995,56.007007271499376,27.37238514276541,7.196095565463391,16.95593147330108,Moderate
2023-01-10 08:00:00,56.896514955989716,59.832092934604354,27.803549279201007,7.342141624286947,16.875282421257666,High
2023-01-10 09:00:00,59.955805028023484,55.78405315746669,27.637593846753248,7.304783336164846,16.905257781975926,High
2023-01-10 10:00:00,57.84321092369368,56.389793806499085,26.852888724656932,7.367957495319451,16.717386988019715,High
2023-01-10 11:00:00,55.49513661372496,57.19605737127286,27.236607786105907,7.312097829536846,16.78432113821072,High
2023-01-10 12:00:00,56.155228672791225,57.342334407703746,26.935793119541973,7.28200018022686,16.719936686382784,High
2023-01-10 13:00:00,58.87948263010104,57.662280319640814,26.80155321502793,7.309669657627295,17.006832422340487,High
2023-01-10 14:00:00,55.99325258637486,58.474513288950675,27.697847077621425,7.321206704178726,16.797980956100126,High
2023-01-10 15:00:00,57.81985605593325,57.13595239350431,26.630344097146285,7.2889792185738305,16.547913390506466,High
2023-01-10 16:00:00,57.41029660024388,55.536991047503236,26.79115057822974,7.300316801341134,16.653174836186267,High
2023-01-10 17:00:00,55.947434066849716,56.29964466306829,26.694985561711885,7.2814204428670966,16.148386659897977,High
2023-01-10 18:00:00,61.469279434795496,56.82833457735126,26.51080521013929,7.40859316197047,16.6796897534421,High
2023-01-10 19:00:00,58.379267374386146,58.552988749089785,27.3380576837274,7.343472716351297,16.77643750295529,High
2023-01-10 20:00:00,52.990470808495594,55.051569393355486,27.854514565040397,7.550886911234423,16.731973222457317,Moderate
2023-01-10 21:00:00,57.342286911969396,57.61691874282006,27.19022806698185,7.34242023918833,17.145495006400857,High
2023-01-10 22:00:00,55.57373044263891,56.55958267921147,26.53868681481137,7.2723992187494915,16.8546810855527,High
2023-01-10 23:00:00,58.52940513095347,57.183187091971156,27.72041808504604,7.595684736448757,16.83599814296432,High
2023-01-11 00:00:00,55.16604935246302,56.20941569470834,28.15217258681208,7.371109111178031,16.391434170847077,High
2023-01-11 01:00:00,56.44749494078481,55.43540063929099,26.995067201361078,7.42988525763655,16.637312239969564,High
2023-01-11 02:00:00,57.61215141769705,56.995501269391816,27.087768607254727,7.391206403763912,16.603033387597385,High
2023-01-11 03:00:00,58.25823580774781,56.86623042194824,27.593724120930244,7.395417545711582,16.533247790865165,High
2023-01-11 04:00:00,54.050028236721424,57.151406233909135,28.155669397745374,7.387799186009884,16.520558920878127,Moderate
2023-01-11 05:00:00,55.704868895748945,56.133976720876234,27.093644786274872,7.225139653184488,16.308954587262868,High
2023-01-11 06:00:00,55.34659342485448,55.51577684382668,26.696156885911897,7.373212323867357,16.405425921259223,High
2023-01-11 07:00:00,54.91180836668611,54.52551797531073,27.686901543515816,7.205081568831196,16.82540604675223,Moderate
2023-01-11 08:00:00,59.67073600674256,56.872776064574104,27.779527252358537,7.32123665635735,16.61196881187481,High
